project_location_id,place_name,latitude,longitude,project_title,start_actual_isodate,end_actual_isodate,recipients,ad_sector_names,commitments,disbursements
P147543_7688807,Rulindo District,-1.73828,29.99794,"Land Husbandry, Water Harvesting and Hillside Irrigation AF",12/19/13,,Rwanda,Industry|Agriculture,2582284.602,
P045091_7690220,Gisagara District,-2.61811,29.85022,Human Resources Development Project,6/6/00,12/31/09,Rwanda,"Post-secondary education|Basic education|Government and civil society, general|Secondary education",3726561.7,3609864.51
P073278_7690220,Gisagara District,-2.61811,29.85022,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P098926_7690220,Gisagara District,-2.61811,29.85022,eRwanda Project,9/7/06,12/31/10,Rwanda,"Communications|Government and civil society, general",439241.3139,467336.5912
P126498_7690220,Gisagara District,-2.61811,29.85022,Rwanda Feeder Roads Development Project,3/21/14,6/30/21,Rwanda,"Government and civil society, general|Transport and storage",11250000,
P060005_7690219,Huye District,-2.51704,29.69603,Urban Infrastructure and City Management Project,11/10/05,12/31/09,Rwanda,"Water supply and sanitation|Other social infrastructure and services|Transport and storage|Government and civil society, general",731345.8746,756206.6221
P073278_7690219,Huye District,-2.51704,29.69603,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P118316_7690219,Huye District,-2.51704,29.69603,AFCC2/RI-Lake Victoria Environmental Management Project (Burundi and Rwanda),6/13/11,6/30/17,Eastern Africa,"Water supply and sanitation|Agriculture, forestry, fishing|Agriculture",1153846.154,
P122157_7690219,Huye District,-2.51704,29.69603,Rwanda Third Community Living Standards Grant,3/22/11,6/30/12,Rwanda,Other social infrastructure and services|Banking and financial services|Health,200000,207606.1
P147543_7690219,Huye District,-2.51704,29.69603,"Land Husbandry, Water Harvesting and Hillside Irrigation AF",12/19/13,,Rwanda,Industry|Agriculture,2582284.602,
P073278_7690215,Kamonyi District,-2.00521,29.89817,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P098926_7690215,Kamonyi District,-2.00521,29.89817,eRwanda Project,9/7/06,12/31/10,Rwanda,"Communications|Government and civil society, general",439241.3139,467336.5912
P118316_7690215,Kamonyi District,-2.00521,29.89817,AFCC2/RI-Lake Victoria Environmental Management Project (Burundi and Rwanda),6/13/11,6/30/17,Eastern Africa,"Water supply and sanitation|Agriculture, forestry, fishing|Agriculture",1153846.154,
P073278_7690214,Muhanga District,-1.93912,29.71805,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P098926_7690214,Muhanga District,-1.93912,29.71805,eRwanda Project,9/7/06,12/31/10,Rwanda,"Communications|Government and civil society, general",439241.3139,467336.5912
P118316_7690214,Muhanga District,-1.93912,29.71805,AFCC2/RI-Lake Victoria Environmental Management Project (Burundi and Rwanda),6/13/11,6/30/17,Eastern Africa,"Water supply and sanitation|Agriculture, forestry, fishing|Agriculture",1153846.154,
P122157_7690214,Muhanga District,-1.93912,29.71805,Rwanda Third Community Living Standards Grant,3/22/11,6/30/12,Rwanda,Other social infrastructure and services|Banking and financial services|Health,200000,207606.1
P052528_7690214,Muhanga District,-1.93912,29.71805,Transport Sector Project (Supplemental Credit),12/18/97,,Rwanda,Transport and storage,10054865.24,
P073278_7690218,Nyamagabe District,-2.40819,29.46797,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P098926_7690218,Nyamagabe District,-2.40819,29.46797,eRwanda Project,9/7/06,12/31/10,Rwanda,"Communications|Government and civil society, general",439241.3139,467336.5912
P118316_7690218,Nyamagabe District,-2.40819,29.46797,AFCC2/RI-Lake Victoria Environmental Management Project (Burundi and Rwanda),6/13/11,6/30/17,Eastern Africa,"Water supply and sanitation|Agriculture, forestry, fishing|Agriculture",1153846.154,
P147543_7690218,Nyamagabe District,-2.40819,29.46797,"Land Husbandry, Water Harvesting and Hillside Irrigation AF",12/19/13,,Rwanda,Industry|Agriculture,2582284.602,
P045091_7690217,Nyanza District,-2.33692,29.7945,Human Resources Development Project,6/6/00,12/31/09,Rwanda,"Post-secondary education|Basic education|Government and civil society, general|Secondary education",3726561.7,3609864.51
P060005_7690217,Nyanza District,-2.33692,29.7945,Urban Infrastructure and City Management Project,11/10/05,12/31/09,Rwanda,"Water supply and sanitation|Other social infrastructure and services|Transport and storage|Government and civil society, general",731345.8746,756206.6221
P073278_7690217,Nyanza District,-2.33692,29.7945,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P122157_7690217,Nyanza District,-2.33692,29.7945,Rwanda Third Community Living Standards Grant,3/22/11,6/30/12,Rwanda,Other social infrastructure and services|Banking and financial services|Health,200000,207606.1
P147543_7690217,Nyanza District,-2.33692,29.79451,"Land Husbandry, Water Harvesting and Hillside Irrigation AF",12/19/13,,Rwanda,Industry|Agriculture,2582284.602,
P060005_7690221,Nyaruguru District,-2.69845,29.52369,Urban Infrastructure and City Management Project,11/10/05,12/31/09,Rwanda,"Water supply and sanitation|Other social infrastructure and services|Transport and storage|Government and civil society, general",731345.8746,756206.6221
P073278_7690221,Nyaruguru District,-2.69845,29.52369,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P098926_7690221,Nyaruguru District,-2.69845,29.52369,eRwanda Project,9/7/06,12/31/10,Rwanda,"Communications|Government and civil society, general",439241.3139,467336.5912
P073278_7690216,Ruhango District,-2.19957,29.76989,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P098926_7690216,Ruhango District,-2.19957,29.76989,eRwanda Project,9/7/06,12/31/10,Rwanda,"Communications|Government and civil society, general",439241.3139,467336.5912
P122157_7690216,Ruhango District,-2.19957,29.76989,Rwanda Third Community Living Standards Grant,3/22/11,6/30/12,Rwanda,Other social infrastructure and services|Banking and financial services|Health,200000,207606.1
P073278_7690211,Karongi District,-2.1296,29.36172,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P098926_7690211,Karongi District,-2.1296,29.36172,eRwanda Project,9/7/06,12/31/10,Rwanda,"Communications|Government and civil society, general",439241.3139,467336.5912
P118316_7690211,Karongi District,-2.1296,29.36172,AFCC2/RI-Lake Victoria Environmental Management Project (Burundi and Rwanda),6/13/11,6/30/17,Eastern Africa,"Water supply and sanitation|Agriculture, forestry, fishing|Agriculture",1153846.154,
P122157_7690211,Karongi District,-2.1296,29.36172,Rwanda Third Community Living Standards Grant,3/22/11,6/30/12,Rwanda,Other social infrastructure and services|Banking and financial services|Health,200000,207606.1
P147543_7690211,Karongi District,-2.1296,29.36172,"Land Husbandry, Water Harvesting and Hillside Irrigation AF",12/19/13,,Rwanda,Industry|Agriculture,2582284.602,
P126498_7690211,Karongi District,-2.1296,29.36172,Rwanda Feeder Roads Development Project,3/21/14,6/30/21,Rwanda,"Government and civil society, general|Transport and storage",11250000,
P052528_7690211,Karongi District,-2.1296,29.36172,Transport Sector Project (Supplemental Credit),12/18/97,,Rwanda,Transport and storage,10054865.24,
P073278_7690208,Ngororero District,-1.87822,29.56904,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P098926_7690208,Ngororero District,-1.87822,29.56904,eRwanda Project,9/7/06,12/31/10,Rwanda,"Communications|Government and civil society, general",439241.3139,467336.5912
P122157_7690208,Ngororero District,-1.87822,29.56904,Rwanda Third Community Living Standards Grant,3/22/11,6/30/12,Rwanda,Other social infrastructure and services|Banking and financial services|Health,200000,207606.1
P045091_7690207,Nyabihu District,-1.65275,29.50684,Human Resources Development Project,6/6/00,12/31/09,Rwanda,"Post-secondary education|Basic education|Government and civil society, general|Secondary education",3726561.7,3609864.51
P073278_7690207,Nyabihu District,-1.65275,29.50684,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P122157_7690207,Nyabihu District,-1.65275,29.50684,Rwanda Third Community Living Standards Grant,3/22/11,6/30/12,Rwanda,Other social infrastructure and services|Banking and financial services|Health,200000,207606.1
P073278_7690212,Nyamasheke District,-2.36154,29.14791,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P098926_7690212,Nyamasheke District,-2.36154,29.14791,eRwanda Project,9/7/06,12/31/10,Rwanda,"Communications|Government and civil society, general",439241.3139,467336.5912
P122157_7690212,Nyamasheke District,-2.36154,29.14791,Rwanda Third Community Living Standards Grant,3/22/11,6/30/12,Rwanda,Other social infrastructure and services|Banking and financial services|Health,200000,207606.1
P147543_7690212,Nyamasheke District,-2.36154,29.14791,"Land Husbandry, Water Harvesting and Hillside Irrigation AF",12/19/13,,Rwanda,Industry|Agriculture,2582284.602,
P126498_7690212,Nyamasheke District,-2.36154,29.14791,Rwanda Feeder Roads Development Project,3/21/14,6/30/21,Rwanda,"Government and civil society, general|Transport and storage",11250000,
P073278_7690209,Rubavu District,-1.68126,29.32932,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P122157_7690209,Rubavu District,-1.68126,29.32932,Rwanda Third Community Living Standards Grant,3/22/11,6/30/12,Rwanda,Other social infrastructure and services|Banking and financial services|Health,200000,207606.1
P073278_7690213,Rusizi District,-2.57016,29.07535,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P098926_7690213,Rusizi District,-2.57016,29.07535,eRwanda Project,9/7/06,12/31/10,Rwanda,"Communications|Government and civil society, general",439241.3139,467336.5912
P147543_7690213,Rusizi District,-2.57016,29.07535,"Land Husbandry, Water Harvesting and Hillside Irrigation AF",12/19/13,,Rwanda,Industry|Agriculture,2582284.602,
P073278_7690210,Rutsiro District,-1.9145,29.31507,Supplemental Cr. to Health & Population,12/21/00,,Rwanda,"Health|Government and civil society, general",288508.0026,
P098926_7690210,Rutsiro District,-1.9145,29.31507,eRwanda Project,9/7/06,12/31/10,Rwanda,"Communications|Government and civil society, general",439241.3139,467336.5912
P122841_9180011,Gu̩diawaye Department,14.7761,-17.3956,Stormwater Mgt. and Climate Change Adaptation Project,5/10/12,12/31/19,Senegal,Water supply and sanitation|General environmental protection,10918102.13,
P002366_9180011,Gu̩diawaye Department,14.7761,-17.3956,Second Transport Sector Project,3/30/99,12/31/07,Senegal,"Transport and storage|Government and civil society, general",4518459.915,4232317.188
P122841_7732979,Pikine Department,14.76515,-17.35198,Stormwater Mgt. and Climate Change Adaptation Project,5/10/12,12/31/19,Senegal,Water supply and sanitation|General environmental protection,10918102.13,
P002366_7732979,Pikine Department,14.76515,-17.35198,Second Transport Sector Project,3/30/99,12/31/07,Senegal,"Transport and storage|Government and civil society, general",4518459.915,4232317.188
P085708_2254315,Bambey,14.75,-16.5,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P145585_2254315,Bambey,14.80266,-16.48258,Skills for jobs and competitiveness,12/8/14,1/25/20,Senegal,"Education, level unspecified|Post-secondary education|Secondary education",3181818.182,
P002366_2254315,Bambey,14.80266,-16.48258,Second Transport Sector Project,3/30/99,12/31/07,Senegal,"Transport and storage|Government and civil society, general",4518459.915,4232317.188
P085708_2252312,Diourbel,14.77831,-16.22319,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P002366_2252312,Diourbel,14.77831,-16.22319,Second Transport Sector Project,3/30/99,12/31/07,Senegal,"Transport and storage|Government and civil society, general",4518459.915,4232317.188
P041566_2249283,Linguere Department,15.359,-15.158,Social Development Fund Project,12/20/00,6/30/06,Senegal,Water supply and sanitation|Other social infrastructure and services|Banking and financial services|Health|Basic education,3484577.174,3602927.736
P085708_2249283,Linguere Department,15.359,-15.158,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P085708_2248699,Mback̩,14.80828,-15.86454,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P002366_2248699,Mback̩,14.80828,-15.86454,Second Transport Sector Project,3/30/99,12/31/07,Senegal,"Transport and storage|Government and civil society, general",4518459.915,4232317.188
P085708_7670866,Fatick Department,14.25909,-16.49884,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P041566_2251792,Foundiougne,13.75,-16.5,Social Development Fund Project,12/20/00,6/30/06,Senegal,Water supply and sanitation|Other social infrastructure and services|Banking and financial services|Health|Basic education,3484577.174,3602927.736
P085708_2251792,Foundiougne,13.75,-16.5,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P084022_2251492,Gossas,14.49176,-15.84674,Local Authorities Development Program,7/18/06,12/16/13,Senegal,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general|Transport and storage",1394416.869,849076.7135
P085708_2251492,Gossas,14.49176,-15.84674,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P002365_2251492,Gossas,14.5,-16,Urban Development and Decentralization Program Project,11/20/97,12/31/04,Senegal,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Transport and storage",1571072.694,1664871.59
P002366_2251492,Gossas,14.5,-16,Second Transport Sector Project,3/30/99,12/31/07,Senegal,"Transport and storage|Government and civil society, general",4518459.915,4232317.188
P041566_2251008,Kaffrine Department,14.25,-15.25,Social Development Fund Project,12/20/00,6/30/06,Senegal,Water supply and sanitation|Other social infrastructure and services|Banking and financial services|Health|Basic education,3484577.174,3602927.736
P085708_2251008,Kaffrine Department,14.25,-15.25,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P002366_2251008,Kaffrine Department,14.25,-15.25,Second Transport Sector Project,3/30/99,12/31/07,Senegal,"Transport and storage|Government and civil society, general",4518459.915,4232317.188
P085708_2250807,Kaolack,14.05726,-16.07898,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P035621_2250807,Kaolack,14.05726,-16.07898,Pilot Female Literacy Project,6/4/96,2/28/03,Senegal,"Government and civil society, general|Basic education",1910044.099,1758339.868
P085708_2247158,Nioro du Rip,13.73513,-15.83925,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P041566_7670821,Kolda Department,12.883,-14.95,Social Development Fund Project,12/20/00,6/30/06,Senegal,Water supply and sanitation|Other social infrastructure and services|Banking and financial services|Health|Basic education,3484577.174,3602927.736
P085708_7670821,Kolda Department,12.883,-14.95,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P125506_7670821,Kolda Department,12.883,-14.95,SN:Casamance Development Pole Project,9/25/13,6/30/19,Senegal,"Other social infrastructure and services|Industry|Agriculture|Transport and storage|Agriculture, forestry, fishing",2065827.682,
P085708_2245705,S̩dhiou,12.75,-15.5,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P041566_2244181,Velingara Department,12.986,-13.813,Social Development Fund Project,12/20/00,6/30/06,Senegal,Water supply and sanitation|Other social infrastructure and services|Banking and financial services|Health|Basic education,3484577.174,3602927.736
P125506_2244181,Velingara Department,12.986,-13.813,SN:Casamance Development Pole Project,9/25/13,6/30/19,Senegal,"Other social infrastructure and services|Industry|Agriculture|Transport and storage|Agriculture, forestry, fishing",2065827.682,
P041528_2250660,Kebemer Department,15.318,-16.221,Long Term Water Sector Project,3/6/01,6/30/09,Senegal,Water supply and sanitation,9761284.645,9843678.315
P041566_2250660,Kebemer Department,15.318,-16.221,Social Development Fund Project,12/20/00,6/30/06,Senegal,Water supply and sanitation|Other social infrastructure and services|Banking and financial services|Health|Basic education,3484577.174,3602927.736
P085708_2250660,Kebemer Department,15.318,-16.221,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P002366_2250660,Kebemer Department,15.318,-16.221,Second Transport Sector Project,3/30/99,12/31/07,Senegal,"Transport and storage|Government and civil society, general",4518459.915,4232317.188
P041528_2249224,Louga Department,15.75,-16,Long Term Water Sector Project,3/6/01,6/30/09,Senegal,Water supply and sanitation,9761284.645,9843678.315
P041566_2249224,Louga Department,15.75,-16,Social Development Fund Project,12/20/00,6/30/06,Senegal,Water supply and sanitation|Other social infrastructure and services|Banking and financial services|Health|Basic education,3484577.174,3602927.736
P085708_2249224,Louga Department,15.75,-16,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P046648_2249224,Louga Department,15.75,-16,Regional Hydropower Development project,6/26/97,6/30/03,Senegal,Energy generation and supply,879800.7088,866129.1949
P002366_2249224,Louga Department,15.75,-16,Second Transport Sector Project,3/30/99,12/31/07,Senegal,"Transport and storage|Government and civil society, general",4518459.915,4232317.188
P085708_2248478,Mbour,14.40569,-16.85558,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P041567_2248478,Mbour,14.5,-17,Endemic Disease Control Project,5/8/97,6/30/04,Senegal,"Health|Government and civil society, general",1664638.801,1641854.307
P085708_2244804,Thi̬s,14.73004,-16.86974,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P002366_2244804,Thi̬s,14.73004,-16.86974,Second Transport Sector Project,3/30/99,12/31/07,Senegal,"Transport and storage|Government and civil society, general",4518459.915,4232317.188
P085708_2244388,Tivaouane,15.08519,-16.71058,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P002366_2244388,Tivaouane,15.08519,-16.71058,Second Transport Sector Project,3/30/99,12/31/07,Senegal,"Transport and storage|Government and civil society, general",4518459.915,4232317.188
P085708_2253376,Dagana Department,16.334,-15.839,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P093826_2253376,Dagana Department,16.334,-15.839,Senegal River Basin Multi-purpose Water Resources Development Project,6/8/06,3/31/13,Africa,"Water supply and sanitation|Health|Agriculture|Government and civil society, general",10065946.78,7698326.204
P116301_2253376,Dagana Department,16.334,-15.839,Additional financing for food security (GFRP),5/10/10,,Senegal,Agriculture,3404391.947,
P046648_2253376,Dagana Department,16.334,-15.839,Regional Hydropower Development project,6/26/97,6/30/03,Senegal,Energy generation and supply,879800.7088,866129.1949
P046651_2253376,Dagana Department,16.334,-15.839,REGIONAL HYDROPOWER DEVELOPMENT PROJECT,6/26/97,6/30/04,Mali,Energy generation and supply,1528339.517,1588699.397
P073477_9166367,Kanel Department,15.49167,-13.17639,"SN - Electricity Sector Efficiency Enhancement - Phase 1, APL-1",5/17/05,9/30/16,Senegal,"Government and civil society, general|Energy generation and supply",1977477.984,681614.783
P073477_7670870,Matam Department,15.73191,-13.63393,"SN - Electricity Sector Efficiency Enhancement - Phase 1, APL-1",5/17/05,9/30/16,Senegal,"Government and civil society, general|Energy generation and supply",1977477.984,681614.783
P085708_7670870,Matam Department,15.73191,-13.63393,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P046648_7670870,Matam Department,15.73191,-13.63393,Regional Hydropower Development project,6/26/97,6/30/03,Senegal,Energy generation and supply,879800.7088,866129.1949
P085708_2246656,Podor,16.2502,-14.59767,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P073477_2254443,Bakel,14,-12.75,"SN - Electricity Sector Efficiency Enhancement - Phase 1, APL-1",5/17/05,9/30/16,Senegal,"Government and civil society, general|Energy generation and supply",1977477.984,681614.783
P083609_2254443,Bakel,14,-12.75,Agricultural Markets and Agribusiness Development Project,2/28/06,12/31/14,Senegal,"Industry|Agriculture|Government and civil society, general",2745258.212,2716784.532
P085708_2254443,Bakel,14,-12.75,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P109986_2254443,Bakel,14,-12.75,Water and Sanitation Millennium Project,2/16/10,6/30/15,Senegal,Water supply and sanitation,7021558.39,1824197.682
P046648_2254443,Bakel,14.23612,-12.23961,Regional Hydropower Development project,6/26/97,6/30/03,Senegal,Energy generation and supply,879800.7088,866129.1949
P041567_2254443,Bakel,14.23612,-12.23961,Endemic Disease Control Project,5/8/97,6/30/04,Senegal,"Health|Government and civil society, general",1664638.801,1641854.307
P002365_2254443,Bakel,14.23612,-12.23961,Urban Development and Decentralization Program Project,11/20/97,12/31/04,Senegal,"Water supply and sanitation|Other social infrastructure and services|Health|Government and civil society, general|Transport and storage",1571072.694,1664871.59
P085708_2250648,K̩dougou Department,12.81716,-12.17834,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P085708_2244993,Tambacounda Department,13.605,-13.647,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P085708_2253903,Bignona,12.88163,-16.36944,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P116301_2253903,Bignona,12.88163,-16.36944,Additional financing for food security (GFRP),5/10/10,,Senegal,Agriculture,3404391.947,
P125506_2253903,Bignona,12.88163,-16.36944,SN:Casamance Development Pole Project,9/25/13,6/30/19,Senegal,"Other social infrastructure and services|Industry|Agriculture|Transport and storage|Agriculture, forestry, fishing",2065827.682,
P085708_2246902,Oussouye,12.48552,-16.61648,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P085708_2243943,Ziguinchor,12.52201,-16.21621,SN-Elec. Serv. for Rural Areas (FY05),9/9/04,12/31/12,Senegal,"Water supply and sanitation|Agriculture, forestry, fishing|Banking and financial services|Government and civil society, general|Energy generation and supply",1250711.912,571709.4801
P074320_2408249,Kailahun District,8.10768,-10.75146,Rehabilitation of Basic Education,2/25/03,12/31/09,Sierra Leone,"Secondary education|Government and civil society, general|Basic education",1720303.612,1948038.235
P078389_2408249,Kailahun District,8.10768,-10.75146,SL Infrastructure Development Project (Transport),12/6/05,9/13/13,Sierra Leone,"Transport and storage|Government and civil society, general",4534344.423,4562454.264
P079335_2408249,Kailahun District,8.10768,-10.75146,SL-National Social Action Project,4/24/03,12/31/10,Sierra Leone,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Transport and storage|Basic education",3242110.653,3250169.432
P110968_2408249,Kailahun District,8.10768,-10.75146,SIERRA LEONE IDP Transport Addditional Financing,6/19/08,,Sierra Leone,"Transport and storage|Government and civil society, general",956986.9879,
P125256_2408249,Kailahun District,8.10768,-10.75146,Rural and Private Sector Development Additional Financing,5/19/11,,Sierra Leone,Industry|Agriculture|Transport and storage,1538461.538,
P133424_2408249,Kailahun District,8.10768,-10.75146,Public Financial Management Improvement and Consolidation Project,11/27/13,3/31/18,Sierra Leone,"Government and civil society, general",885354.7207,
P074320_2407781,Kenema District,7.95171,-11.19004,Rehabilitation of Basic Education,2/25/03,12/31/09,Sierra Leone,"Secondary education|Government and civil society, general|Basic education",1720303.612,1948038.235
P078389_2407781,Kenema District,7.95171,-11.19004,SL Infrastructure Development Project (Transport),12/6/05,9/13/13,Sierra Leone,"Transport and storage|Government and civil society, general",4534344.423,4562454.264
P079335_2407781,Kenema District,7.95171,-11.19004,SL-National Social Action Project,4/24/03,12/31/10,Sierra Leone,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Transport and storage|Basic education",3242110.653,3250169.432
P087203_2407781,Kenema District,7.95171,-11.19004,Power and Water Project,7/1/04,3/31/11,Sierra Leone,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general|Energy generation and supply",8198646.649,8197446.433
P110968_2407781,Kenema District,7.95171,-11.19004,SIERRA LEONE IDP Transport Addditional Financing,6/19/08,,Sierra Leone,"Transport and storage|Government and civil society, general",956986.9879,
P125256_2407781,Kenema District,7.95171,-11.19004,Rural and Private Sector Development Additional Financing,5/19/11,,Sierra Leone,Industry|Agriculture|Transport and storage,1538461.538,
P133424_2407781,Kenema District,7.95171,-11.19004,Public Financial Management Improvement and Consolidation Project,11/27/13,3/31/18,Sierra Leone,"Government and civil society, general",885354.7207,
P002420_2407781,Kenema District,7.95171,-11.19004,Transport Sector Project,6/27/96,12/31/04,Sierra Leone,"Transport and storage|Government and civil society, general",2273862.023,2341514.21
P074128_2407469,Kono District,8.70687,-10.93368,Health Sector Reconstruction and Development Project,2/25/03,12/31/09,Sierra Leone,"Water supply and sanitation|Health|Government and civil society, general",4816850.112,6946930.162
P074320_2407469,Kono District,8.70687,-10.93368,Rehabilitation of Basic Education,2/25/03,12/31/09,Sierra Leone,"Secondary education|Government and civil society, general|Basic education",1720303.612,1948038.235
P078389_2407469,Kono District,8.70687,-10.93368,SL Infrastructure Development Project (Transport),12/6/05,9/13/13,Sierra Leone,"Transport and storage|Government and civil society, general",4534344.423,4562454.264
